FID,Town_ID,Name,County,Pop_2010,Pop_2000,Pop_1990,Type,Lon,Lat,Elevation,Alt_Names,Max_2010,Max_2000,Max_1990,GeoID10,Shifted
327,328,Four Buttes,Daniels,9,11,14,2-mile diameter circle,-105.6060028,48.80970001,2484, ,23,37,65, ,0
328,329,Galen,Deer Lodge,48,39,210,2-mile diameter circle,-112.776001,46.23550034,4760, ,123,90,242, ,0
329,330,Garland,Custer,4,1,1,2-mile diameter circle,-105.9309998,46.0483017,2582, ,84,28,65, ,0
330,331,Garneill,Fergus,12,11,4,2-mile diameter circle,-109.7509995,46.75149918,4436, ,36,89,161, ,1
331,332,Garrison,Powell,96,112,46,Census Designated Place,-112.8059998,46.5245018,4364, ,96,148,251,3030175,1
332,333,Garryowen,Big Horn,15,43,15,2-mile diameter circle,-107.4199982,45.52659988,3120, ,153,176,218, ,0
333,334,Georgetown,Deer Lodge,35,19,12,2-mile diameter circle,-113.2460022,46.19940186,6516, ,81,73,44, ,0
334,335,Giffen,Cascade,12,39,10,2-mile diameter circle,-111.1869965,47.31380081,3855, ,142,345,123, ,0
335,336,Girard,Richland,4,5,3,2-mile diameter circle,-104.4219971,47.86780167,2434, ,34,38,29, ,0
336,337,Glen,Beaverhead,30,41,20,2-mile diameter circle,-112.6910019,45.47660065,4990, ,58,67,67, ,0
337,338,Glentana,Valley,7,7,5,2-mile diameter circle,-106.2490005,48.84809875,3084, ,30,50,41, ,0
338,339,Goldstone,Hill,0,0,0,2-mile diameter circle,-110.5319977,48.89970016,3031, ,0,0,0, ,0
339,340,Grannis,Park,99,90,55,2-mile diameter circle,-110.4960022,45.75659943,4485, ,262,265,193, ,0
340,341,Grant,Beaverhead,9,14,7,2-mile diameter circle,-113.0670013,45.00849915,5814, ,41,52,108, ,0
341,342,Grantsdale,Ravalli,1053,996,772,2-mile diameter circle,-114.1419983,46.20349884,3675, ,2039,2020,1515, ,0
342,343,Greenfield,Teton,46,41,47,2-mile diameter circle,-111.8590012,47.63999939,3937, ,94,103,115, ,0
343,344,Greenough,Missoula,0,5,5,2-mile diameter circle,-113.4369965,46.91659927,3783, ,3,21,45, ,0
344,345,Gregson Hot Springs,Silver Bow,36,34,6,2-kilometer diameter circle,-112.8099976,46.04299927,5128, ,92,131,123, ,0
345,346,Greycliff,Sweet Grass,112,85,8,Census Designated Place,-109.7850037,45.76330185,3937, ,112,146,102,3033250,0
346,347,Halfmoon,Flathead,693,562,459,2-mile diameter circle,-114.2399979,48.38769913,3068, ,1230,1193,979, ,0
347,348,Hall,Granite,59,41,31,2-mile diameter circle,-113.1969986,46.58520126,4206, ,181,126,248, ,0
348,349,Hammond,Carter,1,1,2,2-mile diameter circle,-104.9160004,45.22520065,3717, ,33,45,103, ,1
349,350,Happys Inn,Lincoln,164,103,14,Census Designated Place,-115.1399994,48.08330154,3396, ,164,112,125,3034110,0
350,351,Hardy,Cascade,52,42,41,2-mile diameter circle,-111.8190002,47.18320084,3465, ,249,323,328, ,1
351,352,Hathaway,Rosebud,7,10,5,2-mile diameter circle,-106.1930008,46.27769852,2441, ,94,111,230, ,1
352,353,Haugan,Mineral,19,16,5,2-mile diameter circle,-115.3960037,47.38579941,3150, ,110,146,152, ,1
353,354,Haxby,Garfield,0,0,1,2-mile diameter circle,-106.427002,47.77000046,2402, ,34,25,39, ,0
354,355,Heath,Fergus,23,15,13,2-mile diameter circle,-109.2669983,46.99580002,4409, ,262,617,106, ,0
355,356,Helmville,Powell,26,19,26,2-mile diameter circle,-112.9609985,46.86660004,4304, ,70,72,94, ,0
356,357,Hilger,Fergus,26,37,6,2-mile diameter circle,-109.3600006,47.25389862,4075, ,187,214,116, ,0
357,358,Hill,Liberty,1,2,2,2-mile diameter circle,-111.1490021,48.78279877,3960, ,26,39,57, ,1
358,359,Hillside Colony,Toole,148,13,16,2-mile diameter circle,-112.0680008,48.97919846,3596, ,166,164,142, ,0
359,360,Hodges,Dawson,0,0,1,2-mile diameter circle,-104.3909988,46.98400116,2487, ,17,15,55, ,1
360,361,Hogeland,Blaine,16,18,19,2-mile diameter circle,-108.6579971,48.85490036,3136, ,33,27,24, ,1
361,362,Homestead,Sheridan,19,24,31,2-mile diameter circle,-104.5390015,48.42110062,1982, ,41,51,51, ,0
362,363,Horton,Custer,3,2,3,2-mile diameter circle,-106.0619965,46.34140015,2402, ,19,15,28, ,0
363,364,Hungry Horse,Flathead,826,909,640,Census Designated Place,-114.060997,48.38579941,3100, ,826,953,652,3038125,0
364,365,Huntley,Yellowstone,446,424,308,Census Designated Place,-108.3099976,45.89649963,3018, ,446,544,399,3038200,1
365,366,Huson,Missoula,210,147,60,Census Designated Place,-114.3270035,47.03129959,3009, ,210,492,386,3038275,0
366,367,Iliad,Chouteau,0,1,2,2-mile diameter circle,-109.7860031,47.79859924,2943, ,27,66,22, ,0
367,368,Ingomar,Rosebud,6,9,18,2-mile diameter circle,-107.375,46.57720184,3028, ,23,29,86, ,1
368,369,Intake,Dawson,10,10,9,2-mile diameter circle,-104.5220032,47.29389954,2008, ,90,95,44, ,0
369,370,Inverness,Hill,55,101,96,Census Designated Place,-110.6900024,48.5564003,3314, ,55,105,102,3038725,1
370,371,Jackson,Beaverhead,19,34,16,2-mile diameter circle,-113.4089966,45.36800003,6473, ,75,84,81, ,0
371,372,Jardine,Park,57,36,34,Census Designated Place,-110.6340027,45.06990051,6453, ,57,70,64,3039175,0
372,373,Jeffers,Madison,30,39,47,2-kilometer diameter circle,-111.7060013,45.34880066,4928, ,38,56,88, ,0
373,374,Jefferson City,Jefferson,128,125,56,"2-mile diameter circle, Part of a CDP",-112.0279999,46.38830185,4567,Part of the Jefferson City CDP (3039400),385,487,345, ,0
374,375,Jefferson Island,Madison,24,22,1,Manually defined region,-111.9410019,45.85079956,4278, ,36,38,118, ,0
375,376,Jennings,Lincoln,24,39,60,2-mile diameter circle,-115.3450012,48.3655014,2110, ,98,227,874, ,0
376,377,Kenilworth,Chouteau,1,4,2,2-mile diameter circle,-110.4400024,48.17549896,2917, ,6,30,2, ,0
377,378,Kila,Flathead,392,307,237,Census Designated Place,-114.4570007,48.12020111,3192, ,392,450,410,3040675,0
378,379,Kingley,Big Horn,34,36,25,2-mile diameter circle,-107.6019974,45.89860153,2831, ,96,100,237, ,0
379,380,Kinsey,Custer,23,20,34,2-mile diameter circle,-105.6569977,46.57080078,2310, ,163,181,192, ,0
380,381,Kiowa,Glacier,9,19,5,2-mile diameter circle,-113.2710037,48.54769897,5075, ,27,48,19, ,0
381,382,Kirby,Big Horn,3,5,17,2-mile diameter circle,-106.9820023,45.33250046,3871, ,11,17,38, ,0
382,383,Klein,Musselshell,168,188,136,Census Designated Place,-108.5490036,46.40409851,3281, ,168,207,213,3041050,0
383,384,Knowlton,Custer,1,3,1,2-mile diameter circle,-105.0879974,46.34360123,3127, ,15,42,43, ,0
384,385,Kolin,Judith Basin,5,10,4,2-mile diameter circle,-109.7730026,47.10660172,3944, ,26,37,74, ,0
385,386,Kremlin,Hill,98,125,110,Census Designated Place,-110.086998,48.56969833,2861, ,98,131,113,3041725,0
386,387,Lake McDonald,Flathead,2,1,0,2-mile diameter circle,-113.8720016,48.62080002,3228, ,4,34,7, ,0
387,388,Lakeside,Flathead,2669,1983,1128,Census Designated Place,-114.2249985,48.01940155,2910, ,2669,2076,1281,3041950,0
388,389,Lakeside,Lewis And Clark,164,171,56,2-mile diameter circle,-111.8349991,46.6780014,3681, ,323,473,227, ,0
389,390,Lakeview,Beaverhead,4,0,0,2-mile diameter circle,-111.810997,44.59939957,6706, ,8,5,13, ,0
390,391,Landusky,Phillips,4,2,12,2-mile diameter circle,-108.6220016,47.89780045,3993, ,21,16,184, ,0
391,392,Larslan,Valley,3,4,9,2-mile diameter circle,-106.2170029,48.57789993,2923, ,8,10,16, ,1
392,393,Laurin,Madison,29,36,23,Manually defined region,-112.1179962,45.35269928,5066, ,49,46,256, ,0
393,394,Ledger,Pondera,4,4,5,2-mile diameter circle,-111.822998,48.26029968,3261, ,37,38,42, ,0
394,395,Leroy,Blaine,0,0,0,2-mile diameter circle,-109.3190002,47.87419891,3520, ,8,18,20, ,0
395,396,Limestone,Stillwater,6,3,4,2-mile diameter circle,-109.9020004,45.47769928,5522, ,23,22,31, ,0
396,397,Lindsay,Dawson,18,11,10,2-mile diameter circle,-105.1529999,47.22190094,2684, ,63,39,80, ,1
397,398,Lloyd,Blaine,4,0,1,2-mile diameter circle,-109.3619995,48.29029846,3881, ,42,28,82, ,0
398,399,Locate,Custer,2,3,4,2-mile diameter circle,-105.3079987,46.43030167,2467, ,30,39,68, ,0
399,400,Lodge Pole,Blaine,265,214,146,Census Designated Place,-108.5329971,48.03469849,3406, ,265,251,459,3044350,0
400,401,Logan,Gallatin,99,100,73,Census Designated Place,-111.427002,45.88439941,4117, ,99,111,95,3044500,0
401,402,Lohman,Blaine,13,28,23,2-mile diameter circle,-109.4049988,48.58969879,2444, ,51,71,72, ,0
402,403,Lolo Hot Springs,Missoula,4,10,0,2-mile diameter circle,-114.5309982,46.72769928,4131, ,12,11,11, ,0
403,404,Loma,Chouteau,85,91,50,Census Designated Place,-110.5039978,47.93690109,2575, ,85,105,126,3044800,0
404,405,Lombard,Broadwater,0,3,2,2-mile diameter circle,-111.3990021,46.10739899,3993, ,5,46,155, ,0
405,406,Lonepine,Sanders,162,137,86,Census Designated Place,-114.637001,47.70299911,2861, ,162,205,236,3044950,0
406,407,Loring,Phillips,2,7,2,2-mile diameter circle,-107.8619995,48.78990173,2694, ,58,68,75, ,1
407,408,Lost Trail Camp,Ravalli,7,4,3,2-mile diameter circle,-113.9430008,45.75189972,5190, ,26,58,119, ,0
408,409,Lothair,Liberty,8,13,15,2-mile diameter circle,-111.2320023,48.47169876,3320, ,15,26,51, ,0
409,410,Lozeau,Mineral,80,36,18,2-mile diameter circle,-114.7799988,47.11740112,2818, ,154,120,133, ,0
410,411,Lustre,Valley,19,11,5,2-mile diameter circle,-105.9349976,48.40719986,2851, ,67,36,52, ,1
411,412,Luther,Carbon,55,41,33,2-mile diameter circle,-109.4290009,45.28440094,5187, ,104,146,91, ,0
412,413,Maddux,Blaine,1,0,1,2-mile diameter circle,-109.4179993,48.14049911,4488, ,9,2,37, ,0
413,414,Madoc,Daniels,15,19,13,2-mile diameter circle,-105.2860031,48.81090164,2779, ,38,35,39, ,0
414,415,Maiden,Fergus,9,7,5,2-mile diameter circle,-109.2300034,47.17779922,4833, ,278,286,78, ,0
415,416,Manchester,Cascade,155,171,269,"2-mile diameter circle, Part of a CDP",-111.461998,47.54079819,3353,Partly in the Sun Prairie CDP (3072380),482,489,968, ,0
416,417,Martin City,Flathead,500,379,364,Census Designated Place,-114.0370026,48.39099884,3215, ,500,584,694,3048100,1
417,418,Martinsdale,Meagher,64,55,18,Census Designated Place,-110.3130035,46.45830154,4820, ,64,72,90,3048175,0
418,419,Marysville,Lewis And Clark,80,75,10,Census Designated Place,-112.3000031,46.75049973,5413, ,80,90,355,3048250,0
419,420,Maudlow,Gallatin,0,1,1,2-mile diameter circle,-111.1729965,46.10770035,4409, ,6,10,18, ,0
420,421,Maxville,Granite,130,51,23,Census Designated Place,-113.2340012,46.46459961,4843, ,130,142,204,3048625,0
421,422,McAllister,Madison,112,85,23,2-mile diameter circle,-111.7320023,45.44440079,4908, ,252,200,288, ,0
422,423,McLeod,Sweet Grass,15,20,14,2-mile diameter circle,-110.1159973,45.66270065,4803, ,56,105,112, ,0
423,424,McCabe,Roosevelt,8,19,21,2-mile diameter circle,-104.375,48.24560165,2224, ,19,35,48, ,1
424,425,McCloud,Prairie,0,0,1,2-mile diameter circle,-105.5999985,46.9007988,2677, ,39,26,59, ,0
425,426,Melrose,Silver Bow,91,108,83,2-mile diameter circle,-112.6839981,45.63190079,5184, ,125,155,212, ,0
426,427,Melville,Sweet Grass,6,21,8,2-mile diameter circle,-109.9509964,46.10329819,5023, ,11,41,64, ,1
427,428,Menard,Gallatin,1,1,5,2-mile diameter circle,-111.1780014,45.97480011,4721, ,10,15,20, ,1
428,429,Midway,Richland,37,38,33,2-mile diameter circle,-104.3199997,47.51499939,1998, ,78,72,119, ,0
429,430,Mildred,Prairie,1,1,3,2-mile diameter circle,-104.9599991,46.67580032,2372, ,46,87,102, ,0
430,431,Milford Colony,Lewis And Clark,13,125,3,2-mile diameter circle,-112.2099991,47.32970047,4222, ,147,130,103, ,0
431,432,Mill Iron,Carter,1,4,3,2-mile diameter circle,-104.2170029,45.85329819,3094, ,17,25,95, ,1
432,433,Milltown,Missoula,150,170,149,Manually defined region,-113.8820038,46.87129974,3287,Part of the Bonner-West Riverside CDP (3008462),173,255,239, ,0
433,434,Miner,Park,24,26,32,2-mile diameter circle,-110.9089966,45.19910049,5049, ,96,218,529, ,0
434,435,Mizpah,Custer,1,1,0,2-mile diameter circle,-105.2669983,46.24470139,2503, ,34,40,42, ,0
435,436,Moccasin,Judith Basin,39,36,41,2-mile diameter circle,-109.9100037,47.05329895,4180, ,73,42,75, ,0
436,437,Moiese,Lake,25,33,18,2-mile diameter circle,-114.2639999,47.37229919,2575, ,43,150,50, ,1
437,438,Molt,Stillwater,8,11,3,2-mile diameter circle,-108.9280014,45.86130142,3957, ,37,48,45, ,0
438,439,Monarch,Cascade,22,25,7,2-mile diameter circle,-110.836998,47.09820175,4573, ,112,147,63, ,1
439,440,Monida,Beaverhead,0,0,1,2-mile diameter circle,-112.314003,44.56190109,6788, ,4,13,20, ,0
440,441,Montague,Chouteau,3,2,4,2-mile diameter circle,-110.4540024,47.67910004,3159, ,31,47,36, ,0
441,442,Montaqua,Carbon,74,71,72,2-mile diameter circle,-108.901001,45.50910187,3563, ,258,244,198, ,0
442,443,Moorhead,Powder River,1,2,1,2-mile diameter circle,-105.8710022,45.06620026,3350, ,32,28,35, ,1
443,444,Morgan,Phillips,0,0,1,2-mile diameter circle,-107.8320007,48.99919891,2835, ,5,4,26, ,1
444,445,Mosby,Garfield,1,2,1,2-mile diameter circle,-107.8840027,46.99219894,2513, ,23,39,115, ,0
445,446,Musselshell,Musselshell,60,60,128,Census Designated Place,-108.0910034,46.51860046,2995, ,60,70,201,3052600,0
446,447,Myers,Treasure,5,12,5,2-mile diameter circle,-107.3420029,46.25099945,2677, ,84,123,126, ,1
447,448,Nelson,Lewis And Clark,2,0,5,2-mile diameter circle,-111.8089981,46.81689835,3986, ,10,10,8, ,0
448,449,Nevada City,Madison,9,6,4,2-mile diameter circle,-111.9680023,45.30690002,5597, ,37,49,129, ,0
449,450,New Rockport Colony,Teton,62,46,12,2-mile diameter circle,-112.0240021,47.86360168,3724, ,153,114,96, ,0
450,451,Niarada,Flathead,27,36,48,Census Designated Place,-114.6050034,47.81409836,2881, ,27,71,129,3053725,0
451,452,Nissler,Silver Bow,45,47,49,2-kilometer diameter circle,-112.637001,46.00699997,5361, ,93,197,213, ,1
452,453,Nohly,Richland,3,7,5,2-mile diameter circle,-104.0920029,47.99560165,1900, ,31,69,43, ,0
453,454,Norris,Madison,27,13,22,2-mile diameter circle,-111.6910019,45.57049942,4833, ,48,38,136, ,1
454,455,Nyack,Flathead,8,7,6,2-mile diameter circle,-113.8099976,48.4396019,3356, ,11,41,57, ,1
455,456,Nye,Stillwater,54,86,41,2-mile diameter circle,-109.8089981,45.4355011,4852, ,139,183,204, ,0
456,457,Oilmont,Toole,16,15,24,2-mile diameter circle,-111.8410034,48.74000168,3497, ,39,46,50, ,0
457,458,Olive,Powder River,2,4,2,2-mile diameter circle,-105.5279999,45.55059814,3232, ,26,51,65, ,0
458,459,Ollie,Fallon,1,3,2,2-mile diameter circle,-104.0810013,46.58359909,3104, ,16,30,109, ,1
459,460,Olney,Flathead,191,137,59,Census Designated Place,-114.5780029,48.54859924,3169, ,191,177,218,3055450,0
460,461,Opportunity,Deer Lodge,541,577,682,2-mile diameter circle,-112.8280029,46.10710144,4977, ,565,633,710, ,0
461,462,Orchard Homes,Missoula,5197,4935,4679,Census Designated Place,-114.0479965,46.86330032,3153, ,5197,6364,6323,3055675,0
462,463,Oswego,Valley,59,38,59,2-mile diameter circle,-105.8809967,48.05860138,2028, ,79,52,83, ,0
463,464,Otter,Powder River,1,6,1,2-mile diameter circle,-106.2020035,45.20780182,3484, ,7,10,39, ,0
464,465,Ovando,Powell,81,70,76,Census Designated Place,-113.1309967,47.01940155,4101, ,81,100,128,3056125,1
465,466,Paradise,Sanders,163,171,154,Census Designated Place,-114.802002,47.38940048,2500, ,163,219,247,3056425,0
466,467,Pendroy,Teton,22,25,27,2-mile diameter circle,-112.2990036,48.07360077,4275, ,37,40,53, ,0
467,468,Perma,Sanders,7,4,1,2-mile diameter circle,-114.5849991,47.36380005,2510, ,45,36,35, ,0
468,469,Pine Creek,Park,94,90,54,2-mile diameter circle,-110.564003,45.50740051,4869, ,223,218,369, ,0
469,470,Pipestone,Jefferson,18,13,19,2-mile diameter circle,-112.2200012,45.90520096,4685, ,138,119,246, ,0
470,471,Pleasant Prairie,Daniels,2,5,5,2-mile diameter circle,-105.0820007,48.59220123,2503, ,12,28,30, ,0
471,472,Polaris,Beaverhead,3,3,2,2-mile diameter circle,-113.1190033,45.36959839,6355, ,54,18,63, ,0
472,473,Polebridge,Flathead,13,8,8,2-mile diameter circle,-114.2850037,48.76530075,3524, ,32,23,36, ,0
473,474,Pompeys Pillar,Yellowstone,70,71,38,2-mile diameter circle,-107.9520035,45.99140167,2871, ,139,118,114, ,0
474,475,Pony,Madison,118,142,2,Census Designated Place,-111.8939972,45.65850067,5522, ,118,195,197,3058900,0
475,476,Portage,Cascade,6,18,4,2-mile diameter circle,-111.125,47.65269852,3386, ,10,29,102, ,0
476,477,Porters Corner,Granite,23,25,14,2-mile diameter circle,-113.3320007,46.25189972,5404, ,46,60,156, ,0
477,478,Potomac,Missoula,53,44,28,2-mile diameter circle,-113.5800018,46.88159943,3619, ,478,543,311, ,0
478,479,Powderville,Powder River,1,0,1,2-mile diameter circle,-105.1149979,45.75889969,2828, ,11,0,11, ,0
479,480,Primrose,Missoula,276,293,211,2-mile diameter circle,-114.1669998,46.92710114,3074, ,646,701,532, ,0
480,481,Proctor,Lake,50,50,30,2-mile diameter circle,-114.3050003,47.89239883,3166, ,122,116,82, ,0
481,482,Quietus,Big Horn,0,0,0,2-mile diameter circle,-106.2829971,45.09640121,4072, ,6,7,9, ,0
482,483,Quigley,Granite,39,43,34,2-mile diameter circle,-113.6480026,46.61209869,3862, ,144,174,149, ,0
483,484,Quinns,Sanders,6,12,7,2-mile diameter circle,-114.802002,47.32460022,2484, ,107,103,195, ,1
484,485,Racetrack,Powell,70,80,61,2-mile diameter circle,-112.7490005,46.27880096,4692,Shown as Dempsey in previous version,133,167,129, ,0
485,486,Radersburg,Broadwater,66,66,22,Census Designated Place,-111.6320038,46.19580078,4321, ,66,70,63,3060475,0
486,487,Ramsay,Silver Bow,151,151,97,2-mile diameter circle,-112.685997,46.00579834,5335, ,213,331,133, ,0
487,488,Ravalli,Lake,76,118,79,Census Designated Place,-114.1790009,47.27500153,2713, ,76,137,95,3061075,1
488,489,Raymond,Sheridan,14,15,11,2-mile diameter circle,-104.5800018,48.87639999,2290, ,38,52,66, ,0
489,490,Raynesford,Judith Basin,43,60,41,2-mile diameter circle,-110.7300034,47.27000046,4039, ,80,109,151, ,0
490,491,Redstone,Sheridan,12,21,41,2-mile diameter circle,-104.9440002,48.82170105,2110, ,41,61,75, ,0
491,492,Renova,Jefferson,85,62,70,2-mile diameter circle,-112.1279984,45.81549835,4370, ,176,162,278, ,0
492,493,Reserve,Sheridan,23,37,26,Census Designated Place,-104.4599991,48.60559845,1959, ,23,49,58,3062125,0
493,494,Rhodes,Flathead,164,140,87,2-mile diameter circle,-114.473999,48.27909851,3264, ,501,390,256, ,0
494,495,Richland,Valley,11,10,16,2-mile diameter circle,-106.0510025,48.82089996,2700, ,51,62,70, ,0
495,496,Ridge,Carter,4,3,3,2-mile diameter circle,-105.0199966,45.0469017,3970, ,25,42,81, ,0
496,497,Ridgeway,Carter,5,4,1,2-mile diameter circle,-104.5100021,45.47520065,3310, ,16,19,23, ,1
497,498,Rimini,Lewis And Clark,45,46,21,2-mile diameter circle,-112.2470016,46.48799896,5299, ,299,313,249, ,0
498,499,Ringling,Meagher,16,15,19,2-mile diameter circle,-110.8069992,46.27159882,5299, ,31,30,51, ,0
499,500,Robere,Pondera,24,28,17,2-mile diameter circle,-112.552002,48.32550049,3924, ,42,45,54, ,0
500,501,Rock Springs,Rosebud,1,1,1,2-mile diameter circle,-106.2470016,46.81689835,2946, ,10,16,21, ,0
501,502,Rocker,Silver Bow,98,118,84,2-kilometer diameter circle,-112.6060028,46.00329971,5413, ,179,295,285, ,0
502,503,Rockvale,Carbon,85,93,102,2-mile diameter circle,-108.8619995,45.5223999,3478, ,235,262,301, ,0
503,504,Rocky Boy's Agency,Hill,228,227,193,"2-mile diameter circle, Part of a CDP",-109.788002,48.2560997,3701,Spelled as Rocky Boy in previous version.  Touches 4 CDPs,858,726,525, ,0
504,505,Rollins,Lake,209,178,110,Census Designated Place,-114.197998,47.90610123,2946, ,209,223,158,3064075,0
505,506,Roosville,Lincoln,55,18,5,2-mile diameter circle,-115.0569992,48.99909973,2694, ,219,331,96, ,0
506,507,Roscoe,Carbon,15,10,3,Census Designated Place,-109.4970016,45.34970093,5003, ,15,44,69,3064300,0
507,508,Ross Fork,Fergus,5,3,8,2-mile diameter circle,-109.6930008,47.07720184,3799, ,15,13,97, ,0
508,509,Rothiemay,Golden Valley,2,0,1,2-mile diameter circle,-109.262001,46.54660034,4396, ,6,2,23, ,0
509,510,Saint Johns,Hill,1,1,5,2-mile diameter circle,-110.0070038,48.79919815,2822, ,5,3,18, ,0
510,511,Saint Mary,Glacier,36,27,39,2-mile diameter circle,-113.4300003,48.7439003,4554, ,107,84,107, ,0
511,512,Saint Phillip,Wibaux,7,6,6,2-mile diameter circle,-104.1439972,46.83089828,2884, ,16,14,13, ,1
512,513,Saint Xavier,Big Horn,83,66,64,Census Designated Place,-107.7220001,45.46110153,3077, ,83,170,111,3065650,0
513,514,Salmon Prairie,Lake,45,41,31,2-mile diameter circle,-113.7850037,47.62990189,3458, ,86,82,73, ,0
514,515,Saltese,Mineral,15,23,4,2-mile diameter circle,-115.5100021,47.41019821,3366, ,62,149,173, ,0
515,516,Sand Springs,Garfield,1,2,1,2-mile diameter circle,-107.4860001,47.10079956,3192, ,26,11,78, ,0
516,517,Sanders,Treasure,12,16,11,2-mile diameter circle,-107.0970001,46.29140091,2602, ,86,117,84, ,0
517,518,Santa Rita,Glacier,113,86,107,Census Designated Place,-112.3199997,48.70050049,3809, ,113,127,136,3066250,0
518,519,Sapphire Village,Judith Basin,25,29,12,2-mile diameter circle,-110.2509995,46.88909912,4915, ,57,54,70, ,0
519,520,Sappington,Gallatin,1,7,7,2-mile diameter circle,-111.7679977,45.79489899,4193, ,18,24,34, ,0
520,521,Savoy,Blaine,5,2,4,2-mile diameter circle,-108.5439987,48.4742012,2333, ,37,45,32, ,0
521,522,Schilling,Missoula,111,113,37,2-mile diameter circle,-114.2020035,46.96409988,3061, ,483,427,279, ,0
522,523,Sedan,Gallatin,99,67,61,Census Designated Place,-110.848999,45.95970154,5538, ,99,125,408,3067075,1
523,524,Shawmut,Wheatland,42,63,10,Census Designated Place,-109.5250015,46.34489822,3858, ,42,78,104,3067225,1
524,525,Sheffield,Custer,3,1,10,2-mile diameter circle,-106.1389999,46.33280182,2411, ,143,142,169, ,0
525,526,Shields,Park,16,22,24,2-mile diameter circle,-110.6409988,45.95690155,4967, ,44,58,75, ,0
526,527,Shonkin,Chouteau,2,2,3,2-mile diameter circle,-110.572998,47.62889862,3179, ,22,20,52, ,0
527,528,Sieben,Lewis And Clark,10,10,1,2-mile diameter circle,-112.1269989,46.89849854,3881, ,19,21,21, ,0
528,529,Silesia,Carbon,96,56,51,Census Designated Place,-108.8410034,45.55659866,3396, ,96,268,224,3068050,0
529,530,Silver City,Lewis And Clark,37,39,21,2-mile diameter circle,-112.1699982,46.75550079,4341, ,142,478,145, ,0
530,531,Silver Gate,Park,20,26,15,Census Designated Place,-109.9899979,45.00690079,7392, ,20,48,35,3068425,0
531,532,Silver Star,Madison,35,40,15,2-mile diameter circle,-112.2829971,45.69020081,4570, ,127,98,147, ,0
532,533,Simpson,Hill,1,2,0,2-mile diameter circle,-110.2060013,48.92860031,2782, ,27,23,14, ,0
533,534,Sixteen,Meagher,0,1,1,2-mile diameter circle,-110.9980011,46.21519852,4987, ,4,4,18, ,0
534,535,Slab Crossing,Roosevelt,2,3,4,2-mile diameter circle,-104.697998,48.28779984,1916, ,9,18,56, ,0
535,536,Sonnette,Powder River,2,2,1,2-mile diameter circle,-105.8310013,45.4131012,3766, ,19,9,40, ,0
536,537,Springdale,Park,42,27,13,Census Designated Place,-110.2249985,45.73740005,4236, ,42,32,40,3070150,1
537,538,Springdale Colony,Meagher,21,26,3,2-mile diameter circle,-111.0159988,46.4618988,5253, ,160,132,120, ,0
538,539,Square Butte,Chouteau,10,12,17,2-mile diameter circle,-110.1999969,47.51599884,3143, ,62,78,54, ,1
539,540,Stacey,Powder River,1,5,1,2-mile diameter circle,-105.8909988,45.72000122,3327, ,11,11,51, ,0
540,541,Stark,Missoula,4,10,17,2-mile diameter circle,-114.5049973,47.12549973,3314, ,65,75,62, ,0
541,542,Stipek,Dawson,23,9,15,2-mile diameter circle,-104.6650009,47.21220016,2044, ,130,154,212, ,0
542,543,Stockett,Cascade,169,119,134,Census Designated Place,-111.1650009,47.35660172,3602, ,169,234,352,3071350,0
543,544,Stryker,Lincoln,26,25,23,Census Designated Place,-114.7699966,48.67409897,3297, ,26,40,60,3071575,0
544,545,Suffolk,Fergus,6,8,16,2-mile diameter circle,-109.3570023,47.46910095,3386, ,130,184,78, ,1
545,546,Sula,Ravalli,37,30,15,Census Designated Place,-113.9820023,45.83660126,4429, ,37,136,206,3071800,0
546,547,Sumatra,Rosebud,0,1,3,2-mile diameter circle,-107.5510025,46.61729813,3196, ,20,26,88, ,1
547,548,Summit,Glacier,0,1,0,2-mile diameter circle,-113.3529968,48.31940079,5223, ,3,55,70, ,0
548,549,Sun Prairie,Phillips,0,0,1,2-mile diameter circle,-107.7460022,47.84550095,2372, ,11,19,43, ,0
549,550,Sweet Grass,Toole,58,80,112,Census Designated Place,-111.9629974,48.99649811,3520,Spelled as Sweetgrass in previous version,58,106,204,3073075,1
550,551,Sylvanite,Lincoln,103,71,18,Census Designated Place,-115.8740005,48.71630096,2717, ,103,117,133,3073165,0
551,552,Talc,Sanders,67,53,31,2-mile diameter circle,-115.4319992,47.71369934,2385, ,149,186,140, ,1
552,553,Tampico,Valley,5,8,6,2-mile diameter circle,-106.8270035,48.30469894,2156, ,68,99,117, ,0
553,554,Tarkio,Mineral,11,14,4,2-mile diameter circle,-114.7389984,47.02130127,2933, ,86,84,76, ,0
554,555,Teigen,Petroleum,7,3,0,2-mile diameter circle,-108.5950012,47.03910065,3199, ,53,41,18, ,1
555,556,Thoeny,Valley,0,0,0,2-mile diameter circle,-106.9179993,48.8769989,2480,Spelled as Thoeny in previous version,6,3,27, ,0
556,557,Thurlow,Rosebud,9,14,5,2-mile diameter circle,-106.3059998,46.28779984,2461, ,143,182,196, ,0
557,558,Toston,Broadwater,108,108,32,Census Designated Place,-111.4410019,46.17269897,3917, ,108,153,180,3074500,0
558,559,Tracy,Cascade,171,202,190,Manually defined region,-111.1539993,47.4129982,3435, ,388,488,490, ,0
559,560,Trailcreek,Flathead,5,6,2,2-mile diameter circle,-114.4069977,48.91910172,3914, ,21,31,24, ,0
560,561,Trego,Lincoln,541,393,231,Census Designated Place,-114.8690033,48.7052002,3120, ,541,539,528,3074725,0
