OBJECTID,Campground,Type,Managed_by,Ramp_Type,Ramp_Type2,Num_sites,Fee,Lat,Long,Website,Transparency,SymbolID
551,BOYD CREEK,campground,USFS,,,,Y,46.0832,-115.44278,http://www.recreation.gov,,
552,BRIDGE CREEK,campground,USFS,,,,N,45.7845,-115.21282,http://www.recreation.gov,,
553,CASTLE CREEK,campground,USFS,,,,Y,45.83164,-115.97243,http://www.recreation.gov,,
554,CCC CAMP,campground,USFS,,,,N,46.0911,-115.5206,http://www.recreation.gov,,
555,CORRAL CREEK CG,campground,USFS,,,,N,45.682,-116.025,http://www.recreation.gov,,
556,CROOKED RIVER,campground,USFS,,,,N,45.7935,-115.531,http://www.recreation.gov,,
557,DITCH CREEK,campground,USFS,,,,N,45.74961,-115.30399,http://www.recreation.gov,,
558,DIXIE MEADOW,campground,USFS,,,,N,45.5191,-115.5154,http://www.recreation.gov,,
559,FISH CREEK CG,campground,USFS,,,,Y,45.8582,-116.07747,http://www.recreation.gov,,
560,FRENCH GULCH,campground,USFS,,,,N,45.7796,-115.3871,http://www.recreation.gov,,
561,GLOVER CREEK,campground,USFS,,,,Y,46.07226,-115.36322,http://www.recreation.gov,,
562,GRANITE SPRINGS,campground,USFS,,,,N,45.75273,-115.10168,http://www.recreation.gov,,
563,HALFWAY HOUSE,campground,USFS,,,,N,45.51211,-115.52486,http://www.recreation.gov,,
564,INDIAN HILL,campground,USFS,,,,N,46.00169,-115.22996,http://www.recreation.gov,,
565,IRON PHONE JUNCTION,campground,USFS,,,,N,45.5396,-116.4127,http://www.recreation.gov,,
566,JOHNSON BAR-C,campground,USFS,,,,Y,46.10821,-115.55733,http://www.recreation.gov,,
567,LEGGETT CREEK,campground,USFS,,,,N,45.826,-115.6299,http://www.recreation.gov,,
568,MACKAY BAR,campground,USFS,,,,N,45.30091,-115.62169,http://www.recreation.gov,,
569,MALLARD CREEK,campground,USFS,,,,N,45.5792,-115.3086,http://www.recreation.gov,,
570,MEADOW CREEK,campground,USFS,,,,N,45.83112,-115.92697,http://www.recreation.gov,,
571,NELSON CREEK CAMPGROUND,campground,USFS,,,,N,45.83164,-115.98214,http://www.recreation.gov,,
572,NORTH FORK SLATE CREEK,campground,USFS,,,,N,45.64258,-116.11388,http://www.recreation.gov,,
573,O'HARA BAR,campground,USFS,,,,Y,46.07982,-115.50744,http://www.recreation.gov,,
574,O'HARA SADDLE,campground,USFS,,,,N,45.9521,-115.5171,http://www.recreation.gov,,
575,OROGRANDE (1-4),campground,USFS,,,,N,45.70742,-115.54844,http://www.recreation.gov,,
576,OROGRANDE SUMMIT,campground,USFS,,,,N,45.63815,-115.60662,http://www.recreation.gov,,
577,OX BOW,campground,USFS,,,,N,45.8564,-115.6181,http://www.recreation.gov,,
578,POET CREEK,campground,USFS,,,,N,45.7228,-115.0344,http://www.recreation.gov,,
579,RACE CREEK,campground,USFS,,,,N,46.04154,-115.28628,http://www.recreation.gov,,
580,RACKLIFF,campground,USFS,,,,Y,46.08685,-115.49156,http://www.recreation.gov,,
581,RAINY DAY,campground,USFS,,,,N,45.7618,-115.7029,http://www.recreation.gov,,
582,RED RIVER,campground,USFS,,,,Y,45.74805,-115.26438,http://www.recreation.gov,,
583,RED RIVER RV DUMP,campground,USFS,,,,N,45.7086,-115.3439,http://www.recreation.gov,,
584,ROCKY BLUFF,campground,USFS,,,,N,45.63737,-116.00952,http://www.recreation.gov,,
585,SAMS CREEK,campground,USFS,,,,N,45.54232,-115.49227,http://www.recreation.gov,,
586,SELWAY FALLS,campground,USFS,,,,Y,46.04674,-115.30392,http://www.recreation.gov,,
587,SING LEE,campground,USFS,,,,N,45.88789,-115.62175,http://www.recreation.gov,,
588,SIX MILE CG,campground,USFS,,,,N,45.7643,-115.6591,http://www.recreation.gov,,
589,SLIDE CREEK CG,campground,USFS,,,,N,46.0849,-115.4527,http://www.recreation.gov,,
590,SLIMS,campground,USFS,,,,N,46.0345,-115.28891,http://www.recreation.gov,,
591,SOUTH FORK,campground,USFS,,,,Y,45.82461,-115.95652,http://www.recreation.gov,,
592,SPRING BAR-C,campground,USFS,,,,Y,45.43112,-116.14257,http://www.recreation.gov,,
593,TABLE MEADOWS,campground,USFS,,,,N,45.93763,-115.5121,http://www.recreation.gov,,
594,TRAPPER CREEK CG,campground,USFS,,,,N,45.6744,-115.3439,http://www.recreation.gov,,
595,TWENTY MILE BAR,campground,USFS,,,,N,46.0733,-115.3767,http://www.recreation.gov,,
596,VAN CREEK,campground,USFS,,,,N,45.4254,-116.12249,http://www.recreation.gov,,
597,WILDHORSE,campground,USFS,,,,N,45.65508,-115.65163,http://www.recreation.gov,,
598,WINDY CAMP,campground,USFS,,,,N,45.5755,-115.9402,http://www.recreation.gov,,
599,WINDY SADDLE,campground,USFS,,,,N,45.883,-115.0423,http://www.recreation.gov,,
600,BENNETT CAMPGROUND,campground,USFS,,,,Y,47.49111111,-103.3480556,http://www.recreation.gov,,
601,BUFFALO GAP,campground,USFS,,,,Y,46.95388889,-103.6744444,http://www.recreation.gov,,
602,BURNING COAL VEIN,campground,USFS,,,,N,46.59722222,-103.4436111,http://www.recreation.gov,,
603,CCC CAMPGROUND,campground,USFS,,,,Y,47.58638889,-103.2758333,http://www.recreation.gov,,
604,ELKHORN CAMPGROUND,campground,USFS,,,,Y,47.22722222,-103.6688889,http://www.recreation.gov,,
605,HANKINSON HILLS,campground,USFS,,,,Y,46.11944444,-96.96722222,http://www.recreation.gov,,
606,MAGPIE CAMPGROUND,campground,USFS,,,,Y,47.30805556,-103.4733333,http://www.recreation.gov,,
607,SATHER LAKE,campground,USFS,,,,Y,47.67333333,-103.8113889,http://www.recreation.gov,,
608,SUMMIT,campground,USFS,,,,N,47.53972222,-103.2416667,http://www.recreation.gov,,
609,WANNAGAN CAMPGROUND,campground,USFS,,,,Y,47.05305556,-103.5877778,http://www.recreation.gov,,
610,Bearpaw Lake,fishing access/campsite,MT FWP,,,17,Y,48.31699333,-109.6577504,http://fwp.mt.gov/fishing/siteDetail.html?id=283551,,
611,Big Pine,fishing access/campsite,MT FWP,,,5,Y,46.98956474,-114.6626048,http://fwp.mt.gov/fishing/siteDetail.html?id=280533,,
612,Bull Springs,fishing access/campsite,MT FWP,,,1,N,45.27849698,-109.2095883,http://fwp.mt.gov/fishing/siteDetail.html?id=283152,,
613,Clearwater Crossing,fishing access/campsite,MT FWP,,,6,Y,47.00106214,-113.3800065,http://fwp.mt.gov/fishing/siteDetail.html?id=561571,,
614,Cole Ponds,fishing access/campsite,MT FWP,,,3,N,48.53904823,-107.4684258,http://fwp.mt.gov/fishing/siteDetail.html?id=283515,,
615,Forks,fishing access/campsite,MT FWP,,,5,N,46.92624603,-114.7014031,http://fwp.mt.gov/fishing/siteDetail.html?id=280692,,
616,Horsethief Station,fishing access/campsite,MT FWP,,,8,N,45.2373964,-109.2317965,http://fwp.mt.gov/fishing/siteDetail.html?id=283190,,
617,Island Lake,fishing access/campsite,MT FWP,,,1,N,48.23289277,-114.9761987,http://fwp.mt.gov/fishing/siteDetail.html?id=2045575,,
618,Lichen Cliff,fishing access/campsite,MT FWP,,,2,Y,46.93877319,-112.1217229,http://fwp.mt.gov/fishing/siteDetail.html?id=282630,,
619,Meadow Lake,fishing access/campsite,MT FWP,,,9,N,45.44336041,-111.7079706,http://fwp.mt.gov/fishing/siteDetail.html?id=281398,,
620,Monture Creek,fishing access/campsite,MT FWP,,,5,Y,47.03647894,-113.2198568,http://fwp.mt.gov/fishing/siteDetail.html?id=280763,,
621,Ninemile Prairie,fishing access/campsite,MT FWP,,,3,Y,46.94439203,-113.5027562,http://fwp.mt.gov/fishing/siteDetail.html?id=280932,,
622,Paradise,fishing access/campsite,MT FWP,,,3,N,45.42045048,-110.6366432,http://fwp.mt.gov/fishing/siteDetail.html?id=281448,,
623,Prickly Pear,fishing access/campsite,MT FWP,,,1,Y,46.92986742,-112.1223416,http://fwp.mt.gov/fishing/siteDetail.html?id=282636,,
624,Raynolds' Pass,fishing access/campsite,MT FWP,,,6,N,44.82870796,-111.4793225,http://fwp.mt.gov/fishing/siteDetail.html?id=281507,,
625,Sunny Brook Springs,fishing access/campsite,MT FWP,,,1,N,45.30887384,-110.89089,http://fwp.mt.gov/fishing/siteDetail.html?id=2971777,,
626,Thibodeau,fishing access/campsite,MT FWP,,,8,Y,46.95251837,-113.6119058,http://fwp.mt.gov/fishing/siteDetail.html?id=-6,,
627,SPOTTED BEAR CAMPGROUND,fishing access/campsite,USFS,,,,Y,47.9256,-113.5275821,http://www.recreation.gov,,
628,FIVE MILE CG,fishing access/campsite,USFS,,,,N,45.72461,-115.54331,http://www.recreation.gov,,
