OBJECTID_1,OBJECTID,Campground,Type,Managed_by,Ramp_Type,Ramp_Type2,Num_sites,Fee,Lat,Long,Website,Transparen,SymbolID
176,177,VIG/BRUNT CREEK/COTTONWOOD ROAD REST AREAS,campground,USFS, , ,0,N,44.9736,-111.9735,http://www.recreation.gov,0, 
177,178,WADE LAKE CAMPGROUND,campground,USFS, , ,0,Y,44.80532,-111.57202,http://www.recreation.gov,0, 
178,179,WARM SPRINGS CAMPGROUND,campground,USFS, , ,0,N,46.19906,-113.16301,http://www.recreation.gov,0, 
179,180,WARM SPRINGS DISPERSED SITE,campground,USFS, , ,0,N,45.04,-111.9338889,http://www.recreation.gov,0, 
180,181,WEST FORK CAMPGROUND,campground,USFS, , ,0,Y,44.88344,-111.57975,http://www.recreation.gov,0, 
181,182,WEST FORK CORRIDOR/SMITH LAKE & SOAP CREEK,campground,USFS, , ,0,N,44.8533,-111.5799,http://www.recreation.gov,0, 
182,183,WHITEHOUSE CAMPGROUND,campground,USFS, , ,0,N,46.25895,-112.47877,http://www.recreation.gov,0, 
183,184,WILLOW CAMPGROUND,campground,USFS, , ,0,Y,45.63449,-113.08011,http://www.recreation.gov,0, 
184,185,ALTA CAMPGROUND,campground,USFS, , ,0,Y,45.62416667,-114.3011111,http://www.recreation.gov,0, 
185,186,BLACK BEAR CAMPGROUND,campground,USFS, , ,0,N,46.16638889,-113.9205556,http://www.recreation.gov,0, 
186,187,BLODGETT CAMPGROUND,campground,USFS, , ,0,N,46.26972222,-114.2441667,http://www.recreation.gov,0, 
187,188,CHARLES WATERS CAMPGROUND,campground,USFS, , ,0,Y,46.57555556,-114.1397222,http://www.recreation.gov,0, 
188,189,CRAZY CREEK CAMPGROUND,campground,USFS, , ,0,Y,45.81,-114.0680556,http://www.recreation.gov,0, 
189,191,GOLD CREEK CAMPGROUND,campground,USFS, , ,0,N,46.3975,-113.9013889,http://www.recreation.gov,0, 
190,193,INDIAN TREES CAMPGROUND,campground,USFS, , ,0,Y,45.75583333,-113.9533333,http://www.recreation.gov,0, 
191,194,JENNINGS CAMP CAMPGROUND,campground,USFS, , ,0,N,45.89638889,-113.8186111,http://www.recreation.gov,0, 
192,195,LAKE COMO CAMPGROUND,campground,USFS, , ,0,Y,46.06888889,-114.2363889,http://www.recreation.gov,0, 
193,197,MARTIN CREEK CAMPGROUND,campground,USFS, , ,0,Y,45.93166667,-113.7219444,http://www.recreation.gov,0, 
194,201,ROMBO CAMPGROUND,campground,USFS, , ,0,Y,45.76527778,-114.2797222,http://www.recreation.gov,0, 
195,202,SAM BILLINGS MEMORIAL CAMPGROUND,campground,USFS, , ,0,N,45.82638889,-114.2497222,http://www.recreation.gov,0, 
196,203,SCHUMAKER CAMPGROUND,campground,USFS, , ,0,N,46.15138889,-114.4952778,http://www.recreation.gov,0, 
197,204,SLATE CREEK CAMPGROUND,campground,USFS, , ,0,N,45.69805556,-114.2819444,http://www.recreation.gov,0, 
198,205,SPRING GULCH CAMPGROUND,campground,USFS, , ,0,Y,45.85861111,-114.0219444,http://www.recreation.gov,0, 
199,206,UPPER COMO CAMPGROUND,campground,USFS, , ,0,Y,46.0675,-114.2486111,http://www.recreation.gov,0, 
200,207,WARM SPRINGS CAMPGROUND,campground,USFS, , ,0,Y,45.8425,-114.0394444,http://www.recreation.gov,0, 
201,331,BASIN-C,campground,USFS, , ,0,Y,45.15972222,-109.3841667,http://www.recreation.gov,0, 
202,332,CASCADE,campground,USFS, , ,0,Y,45.17305556,-109.4488889,http://www.recreation.gov,0, 
203,333,COW CREEK,campground,USFS, , ,0,N,45.30916667,-106.2469444,http://www.recreation.gov,0, 
204,334,EAST ROSEBUD LAKE,campground,USFS, , ,0,Y,45.19972222,-109.6330556,http://www.recreation.gov,0, 
205,335,EKALAKA PARK,campground,USFS, , ,0,N,45.79861111,-104.5161111,http://www.recreation.gov,0, 
206,336,EMERALD LAKE,campground,USFS, , ,0,Y,45.20444444,-109.6330556,http://www.recreation.gov,0, 
207,337,GREENOUGH LAKE,campground,USFS, , ,0,Y,45.05555556,-109.4133333,http://www.recreation.gov,0, 
208,338,HOLIDAY SPRING,campground,USFS, , ,0,N,45.63861111,-105.9741667,http://www.recreation.gov,0, 
209,339,INITIAL CREEK,campground,USFS, , ,0,N,45.41944444,-109.9155556,http://www.recreation.gov,0, 
210,340,JIMMY JOE,campground,USFS, , ,0,N,45.23388889,-109.6005556,http://www.recreation.gov,0, 
211,341,LANTIS SPRING,campground,USFS, , ,0,N,45.63222222,-104.1766667,http://www.recreation.gov,0, 
212,342,LIMBER PINE,campground,USFS, , ,0,Y,45.05944444,-109.4083333,http://www.recreation.gov,0, 
213,343,M K,campground,USFS, , ,0,N,45.03916667,-109.4266667,http://www.recreation.gov,0, 
214,344,MACNAB POND,campground,USFS, , ,0,N,45.83361111,-104.4313889,http://www.recreation.gov,0, 
215,345,PALISADES,campground,USFS, , ,0,N,45.17333333,-109.3063889,http://www.recreation.gov,0, 
216,346,PARKSIDE,campground,USFS, , ,0,Y,45.06027778,-109.4038889,http://www.recreation.gov,0, 
217,348,PINE GROVE,campground,USFS, , ,0,Y,45.27416667,-109.6383333,http://www.recreation.gov,0, 
218,349,RATTIN,campground,USFS, , ,0,Y,45.09027778,-109.32,http://www.recreation.gov,0, 
219,350,RED SHALE,campground,USFS, , ,0,N,45.5725,-106.1477778,http://www.recreation.gov,0, 
220,352,SAGE CREEK,campground,USFS, , ,0,Y,45.21583333,-108.5533333,http://www.recreation.gov,0, 
221,353,SHERIDAN,campground,USFS, , ,0,Y,45.10194444,-109.3069444,http://www.recreation.gov,0, 
222,354,WICKHAM GULCH,campground,USFS, , ,0,N,45.58027778,-104.0713889,http://www.recreation.gov,0, 
223,355,WOODBINE-C,campground,USFS, , ,0,Y,45.35222222,-109.8972222,http://www.recreation.gov,0, 
224,356,ASHLEY LAKE SOUTH CG,campground,USFS, , ,0,N,48.2117,-114.5681,http://www.recreation.gov,0, 
225,357,BEAVER CREEK CAMPGROUND,campground,USFS, , ,0,N,47.92394848,-113.3728983,http://www.recreation.gov,0, 
226,358,BIG CREEK CAMPGROUND,campground,USFS, , ,0,Y,48.5998,-114.1621,http://www.recreation.gov,0, 
227,359,DEVIL CREEK CAMPGROUND,campground,USFS, , ,0,Y,48.25152509,-113.4635732,http://www.recreation.gov,0, 
228,360,DEVIL'S CORKSCREW CAMPGROUND,campground,USFS, , ,0,N,48.11022495,-113.6958242,http://www.recreation.gov,0, 
229,361,ELK ISLAND CAMPGROUND,campground,USFS, , ,0,N,48.24088049,-113.7980124,http://www.recreation.gov,0, 
230,362,EMERY BAY CAMPGROUND,campground,USFS, , ,0,Y,48.33444039,-113.9493736,http://www.recreation.gov,0, 
231,363,FIRE ISLAND CAMPGROUND,campground,USFS, , ,0,N,48.29468088,-113.895301,http://www.recreation.gov,0, 
232,364,GRAVES CREEK CAMPGROUND,campground,USFS, , ,0,N,48.13016219,-113.809121,http://www.recreation.gov,0, 
233,365,HANDKERCHIEF LAKE CAMPGROUND,campground,USFS, , ,0,N,48.14159932,-113.8237782,http://www.recreation.gov,0, 
234,366,HOLLAND LAKE CAMPGROUND,campground,USFS, , ,0,Y,47.44641719,-113.6172646,http://www.recreation.gov,0, 
235,367,LAKEVIEW CAMPGROUND,campground,USFS, , ,0,N,48.21859702,-113.8040945,http://www.recreation.gov,0, 
236,368,LID CREEK CAMPGROUND,campground,USFS, , ,0,Y,48.28585876,-113.9082871,http://www.recreation.gov,0, 
237,369,LINDBERGH LAKE CAMPGROUND,campground,USFS, , ,0,N,47.40715283,-113.7210566,http://www.recreation.gov,0, 
238,370,LOST JOHNNY CAMPGROUND,campground,USFS, , ,0,Y,48.306212,-113.9684745,http://www.recreation.gov,0, 
239,371,LOST JOHNNY POINT CAMPGROUND,campground,USFS, , ,0,Y,48.31021453,-113.9626101,http://www.recreation.gov,0, 
240,372,MOOSE LAKE CAMPGROUND,campground,USFS, , ,0,N,48.6287,-114.3904,http://www.recreation.gov,0, 
241,373,MURRAY BAY CAMPGROUND,campground,USFS, , ,0,Y,48.26784945,-113.8130432,http://www.recreation.gov,0, 
242,374,PETER'S CREEK CAMPGROUND,campground,USFS, , ,0,N,48.05755894,-113.6437743,http://www.recreation.gov,0, 
243,375,RED MEADOW LAKE CAMPGROUND,campground,USFS, , ,0,N,48.7541,-114.561,http://www.recreation.gov,0, 
244,376,STILLWATER LAKE CAMPGROUND,campground,USFS, , ,0,N,48.60362498,-114.6555478,http://www.recreation.gov,0, 
245,377,SWAN LAKE CAMPGROUND,campground,USFS, , ,0,Y,47.93715098,-113.8461024,http://www.recreation.gov,0, 
246,378,SYLVIA LAKE CAMPGROUND,campground,USFS, , ,0,N,48.34479776,-114.8181569,http://www.recreation.gov,0, 
247,379,TALLY LAKE CAMPGROUND,campground,USFS, , ,0,Y,48.41345873,-114.5849398,http://www.recreation.gov,0, 
248,380,TUCHUCK CAMPGROUND,campground,USFS, , ,0,N,48.923,-114.5991,http://www.recreation.gov,0, 
249,381,ANDERSON CAMP,campground,USFS, , ,0,N,45.2689,-110.4691,http://www.recreation.gov,0, 
250,382,ASPEN,campground,USFS, , ,0,Y,45.456692,-110.196542,http://www.recreation.gov,0, 
251,383,BAKERS HOLE CAMPGROUND,campground,USFS, , ,0,Y,44.7063,-111.1008,http://www.recreation.gov,0, 
252,384,BATTLE RIDGE-C,campground,USFS, , ,0,N,45.8808311,-110.8801528,http://www.recreation.gov,0, 
253,385,BEAR CREEK,campground,USFS, , ,0,N,45.110037,-110.599646,http://www.recreation.gov,0, 
254,386,BEAVER CREEK CAMPGROUND,campground,USFS, , ,0,Y,44.85599,-111.37406,http://www.recreation.gov,0, 
255,387,BIG BEAVER,campground,USFS, , ,0,N,45.465351,-110.187169,http://www.recreation.gov,0, 
256,388,BIG CREEK CAMPGROUND,campground,USFS, , ,0,N,45.307,-110.92836,http://www.recreation.gov,0, 
257,389,CABIN CREEK CAMPGROUND,campground,USFS, , ,0,Y,44.87166,-111.344,http://www.recreation.gov,0, 
258,390,CANYON,campground,USFS, , ,0,Y,45.18263,-110.886999,http://www.recreation.gov,0, 
259,391,CHERRY CREEK CAMPGROUND,campground,USFS, , ,0,N,44.70966,-111.2639405,http://www.recreation.gov,0, 
260,392,CHIEF JOSEPH,campground,USFS, , ,0,Y,45.01946,-109.873768,http://www.recreation.gov,0, 
261,393,CHIPPY PARK,campground,USFS, , ,0,Y,45.437197,-110.189035,http://www.recreation.gov,0, 
262,394,CHISHOLM,campground,USFS, , ,0,Y,45.47329,-110.9571,http://www.recreation.gov,0, 
263,395,COLTER,campground,USFS, , ,0,Y,45.028153,-109.894191,http://www.recreation.gov,0, 
264,396,EAGLE CREEK,campground,USFS, , ,0,Y,45.04623,-110.67855,http://www.recreation.gov,0, 
265,397,EAST BOULDER,campground,USFS, , ,0,N,45.538372,-110.150004,http://www.recreation.gov,0, 
266,398,FAIRY LAKE-C,campground,USFS, , ,0,N,45.906,-110.9613974,http://www.recreation.gov,0, 
267,399,FALLS CREEK,campground,USFS, , ,0,N,45.490267,-110.218097,http://www.recreation.gov,0, 
268,400,GREEK CREEK,campground,USFS, , ,0,Y,45.380402,-111.18115,http://www.recreation.gov,0, 
269,401,HALFMOON,campground,USFS, , ,0,Y,46.041059,-110.238062,http://www.recreation.gov,0, 
270,402,HELLS CANYON,campground,USFS, , ,0,N,45.362165,-110.214239,http://www.recreation.gov,0, 
271,403,HICKS PARK,campground,USFS, , ,0,Y,45.298069,-110.239207,http://www.recreation.gov,0, 
272,404,HOOD CREEK-C,campground,USFS, , ,0,Y,45.4845,-110.9677,http://www.recreation.gov,0, 
273,405,HYALITE BELOW DAM CAMPING,campground,USFS, , ,0,N,45.4886,-110.9817,http://www.recreation.gov,0, 
274,406,LANGOHR-C,campground,USFS, , ,0,Y,45.5327,-111.0152,http://www.recreation.gov,0, 
275,407,MOOSE CREEK FLAT,campground,USFS, , ,0,N,45.3325,-111.1724,http://www.recreation.gov,0, 
276,408,PINE CREEK,campground,USFS, , ,0,Y,45.49769,-110.52182,http://www.recreation.gov,0, 
277,409,RAINBOW POINT CAMPGROUND,campground,USFS, , ,0,Y,44.77839,-111.177,http://www.recreation.gov,0, 
278,410,RED CLIFF-C,campground,USFS, , ,0,Y,45.1732,-111.241,http://www.recreation.gov,0, 
279,411,ROCK CREEK SOUTH,campground,USFS, , ,0,N,45.2101,-110.04378,http://www.recreation.gov,0, 
280,412,SHIELDS RIVER,campground,USFS, , ,0,N,46.184053,-110.403182,http://www.recreation.gov,0, 
281,413,SNOWBANK CAMPGROUND,campground,USFS, , ,0,Y,45.2892,-110.54875,http://www.recreation.gov,0, 
282,414,SODA BUTTE,campground,USFS, , ,0,Y,45.024202,-109.912006,http://www.recreation.gov,0, 
283,415,SPIRE ROCK,campground,USFS, , ,0,Y,45.4398,-111.19299,http://www.recreation.gov,0, 
284,416,SPRING CREEK CAMP AREA,campground,USFS, , ,0,N,44.7845,-111.27516,http://www.recreation.gov,0, 
285,417,SQUAW FLAT CAMPGROUND,campground,USFS, , ,0,N,45.4413,-111.2065,http://www.recreation.gov,0, 
286,418,SWAN CREEK,campground,USFS, , ,0,Y,45.372,-111.1636,http://www.recreation.gov,0, 
287,419,TOM MINER,campground,USFS, , ,0,Y,45.129398,-111.062534,http://www.recreation.gov,0, 
288,420,WEST BOULDER-C,campground,USFS, , ,0,Y,45.548228,-110.306848,http://www.recreation.gov,0, 
289,421,ASPEN GROVE CAMPGROUND,campground,USFS, , ,0,Y,46.97861111,-112.5313889,http://www.recreation.gov,0, 
290,422,COPPER CREEK CAMPGROUND,campground,USFS, , ,0,Y,47.07833333,-112.6194444,http://www.recreation.gov,0, 
291,423,COULTER CAMPGROUND,campground,USFS, , ,0,N,46.5133,-111.5428,http://www.recreation.gov,0, 
292,424,CROMWELL DIXON CAMPGROUND,campground,USFS, , ,0,Y,46.3326,-112.1855,http://www.recreation.gov,0, 
293,425,GIPSY LAKE CAMPGROUND,campground,USFS, , ,0,N,46.50111111,-111.2119444,http://www.recreation.gov,0, 
294,426,KADING CAMPGROUND,campground,USFS, , ,0,Y,46.42888889,-112.4813889,http://www.recreation.gov,0, 
295,427,MOOSE CREEK,campground,USFS, , ,0,N,46.928889,-112.852222,http://www.recreation.gov,0, 
296,428,MOOSE CREEK CAMPGROUND,campground,USFS, , ,0,Y,46.52611111,-112.2561111,http://www.recreation.gov,0, 
297,429,PARK LAKE CAMPGROUND,campground,USFS, , ,0,Y,46.44277778,-112.1686111,http://www.recreation.gov,0, 
298,430,PINE GROVE,campground,USFS, , ,0,N,47.005278,-112.743889,http://www.recreation.gov,0, 
299,431,SKIDWAY CAMPGROUND,campground,USFS, , ,0,N,46.35416667,-111.0983333,http://www.recreation.gov,0, 
300,432,VIGILANTE CAMPGROUND,campground,USFS, , ,0,Y,46.76694444,-111.6505556,http://www.recreation.gov,0, 
301,433,BARRON FLAT DISPERSED SITES,campground,USFS, , ,0,N,48.51627778,-115.2918639,http://www.recreation.gov,0, 
302,434,BIG CREEK,campground,USFS, , ,0,N,48.76010556,-115.4596278,http://www.recreation.gov,0, 
303,435,BIG THERRIAULT LAKE,campground,USFS, , ,0,Y,48.936,-114.8794444,http://www.recreation.gov,0, 
304,436,BUNCHGRASS,campground,USFS, , ,0,N,48.82194445,-114.8816389,http://www.recreation.gov,0, 
305,437,CAMP 32,campground,USFS, , ,0,N,48.83730556,-115.19025,http://www.recreation.gov,0, 
306,438,CARIBOU,campground,USFS, , ,0,N,48.94897222,-115.5040278,http://www.recreation.gov,0, 
307,439,CLARENCE GUARD STATION & MEADOW,campground,USFS, , ,0,N,48.89052777,-114.7984167,http://www.recreation.gov,0, 
308,440,DOUGLAS HILL,campground,USFS, , ,0,N,48.908664,-115.157728,http://www.recreation.gov,0, 
309,442,GOLD PANNING AREA,campground,USFS, , ,0,N,48.11533889,-115.548775,http://www.recreation.gov,0, 
310,443,GRAVE CREEK,campground,USFS, , ,0,N,48.82069444,-114.8791667,http://www.recreation.gov,0, 
311,444,HELLROARING,campground,USFS, , ,0,N,48.83816944,-115.97265,http://www.recreation.gov,0, 
312,445,HOWARD LAKE,campground,USFS, , ,0,Y,48.10094444,-115.5306667,http://www.recreation.gov,0, 
313,446,KAMLOOPS TERRACE,campground,USFS, , ,0,Y,48.90211111,-115.1593333,http://www.recreation.gov,0, 
314,447,LAKE CREEK,campground,USFS, , ,0,N,48.03908333,-115.4908333,http://www.recreation.gov,0, 
315,448,LITTLE THERRIAULT LAKE,campground,USFS, , ,0,Y,48.94305556,-114.8918611,http://www.recreation.gov,0, 
316,449,LOON LAKE,campground,USFS, , ,0,N,48.59838889,-115.6719722,http://www.recreation.gov,0, 
317,450,MARTEN CREEK,campground,USFS, , ,0,N,47.88213889,-115.7525833,http://www.recreation.gov,0, 
318,451,MC GILLIVRAY,campground,USFS, , ,0,Y,48.48873889,-115.3001472,http://www.recreation.gov,0, 
319,452,MURPHY LAKE,campground,USFS, , ,0,N,48.73972222,-114.8612222,http://www.recreation.gov,0, 
320,453,PETE CREEK,campground,USFS, , ,0,Y,48.83088889,-115.7667778,http://www.recreation.gov,0, 
321,454,RED TOP,campground,USFS, , ,0,N,48.76091667,-115.9187778,http://www.recreation.gov,0, 
322,455,ROCK LAKE,campground,USFS, , ,0,N,48.8245,-115.0051667,http://www.recreation.gov,0, 
323,456,SPAR LAKE,campground,USFS, , ,0,N,48.26972222,-115.9536111,http://www.recreation.gov,0, 
324,457,SWISHER LAKE,campground,USFS, , ,0,N,48.96897222,-115.1331944,http://www.recreation.gov,0, 
325,458,SYLVAN LAKE,campground,USFS, , ,0,N,47.91694444,-115.2811667,http://www.recreation.gov,0, 
326,459,TOBACCO PLAINS DISP. CAMP,campground,USFS, , ,0,N,48.89301944,-115.1345639,http://www.recreation.gov,0, 
327,460,TOBACCO RIVER,campground,USFS, , ,0,N,48.89666667,-115.1408333,http://www.recreation.gov,0, 
328,461,UPPER PINKHAM CREEK,campground,USFS, , ,0,N,48.73345555,-115.0720556,http://www.recreation.gov,0, 
329,462,WARLAND FLAT,campground,USFS, , ,0,N,48.50231667,-115.2606083,http://www.recreation.gov,0, 
330,463,WEASEL CABIN,campground,USFS, , ,0,N,48.97722223,-114.7400556,http://www.recreation.gov,0, 
331,464,WHITETAIL,campground,USFS, , ,0,Y,48.828,-115.8143889,http://www.recreation.gov,0, 
332,465,WILLOW CREEK,campground,USFS, , ,0,N,47.87116667,-115.3095,http://www.recreation.gov,0, 
333,466,WOLVERINE CABIN,campground,USFS, , ,0,N,48.97113889,-114.9190556,http://www.recreation.gov,0, 
334,467,YAAK FALLS,campground,USFS, , ,0,N,48.64477778,-115.8861111,http://www.recreation.gov,0, 
335,468,YAAK RIVER,campground,USFS, , ,0,Y,48.56108333,-115.9723611,http://www.recreation.gov,0, 
336,469,ASPEN CG,campground,USFS, , ,0,Y,46.99222222,-110.7688889,http://www.recreation.gov,0, 
337,470,BASIN CR DISPERSED,campground,USFS, , ,0,N,46.64086243,-110.4308737,http://www.recreation.gov,0, 
338,471,BEAVER CR DISPERSED,campground,USFS, , ,0,N,47.60473,-112.75355,http://www.recreation.gov,0, 
339,472,BENCHMARK CG,campground,USFS, , ,0,Y,47.48583333,-112.8808333,http://www.recreation.gov,0, 
340,473,CAVE MOUNTAIN CG,campground,USFS, , ,0,Y,47.89138889,-112.7269444,http://www.recreation.gov,0, 
341,474,CRYSTAL LAKE CAMPGROUND,campground,USFS, , ,0,Y,46.79388889,-109.5111111,http://www.recreation.gov,0, 
342,475,DAISY DEAN CAMP,campground,USFS, , ,0,N,46.62277778,-110.3547222,http://www.recreation.gov,0, 
343,476,DOUBLE FALLS CG,campground,USFS, , ,0,N,47.40712692,-112.7218713,http://www.recreation.gov,0, 
344,477,DRY FORK DISPERSED,campground,USFS, , ,0,N,47.066675,-110.726008,http://www.recreation.gov,0, 
345,478,DRY POLE CANYON DISPERSED,campground,USFS, , ,0,N,46.76666667,-110.2833333,http://www.recreation.gov,0, 
346,479,DRY WOLF CAMPGROUND,campground,USFS, , ,0,Y,46.97916667,-110.5186111,http://www.recreation.gov,0, 
347,480,ELKO CG,campground,USFS, , ,0,N,47.92444444,-112.7633333,http://www.recreation.gov,0, 
348,481,FOREST LAKE CG,campground,USFS, , ,0,N,46.24441956,-110.4375271,http://www.recreation.gov,0, 
349,482,GRASSHOPPER CG,campground,USFS, , ,0,Y,46.54361111,-110.7480556,http://www.recreation.gov,0, 
350,483,GREEN GULCH DISPERSED CAMP,campground,USFS, , ,0,N,47.85993557,-112.7571903,http://www.recreation.gov,0, 
351,484,HANNAN DISPERSED,campground,USFS, , ,0,N,47.61923704,-112.7345729,http://www.recreation.gov,0, 
352,485,HAY CANYON CG,campground,USFS, , ,0,N,46.79888889,-110.3002778,http://www.recreation.gov,0, 
353,486,HAYMAKER DISPERSED,campground,USFS, , ,0,N,46.63336964,-110.133774,http://www.recreation.gov,0, 
354,487,HOME GULCH CG,campground,USFS, , ,0,Y,47.61583333,-112.7244444,http://www.recreation.gov,0, 
355,488,HUNTER CAMP DISPERSED,campground,USFS, , ,0,N,46.67919516,-110.4900594,http://www.recreation.gov,0, 
356,489,INDIAN HILL CAMPGROUND,campground,USFS, , ,0,N,46.815,-110.2852778,http://www.recreation.gov,0, 
357,490,JELLISON PLACE,campground,USFS, , ,0,N,46.66568,-110.05524,http://www.recreation.gov,0, 
358,491,JUDITH STATION CAMPGROUND,campground,USFS, , ,0,N,46.84833333,-110.2897222,http://www.recreation.gov,0, 
359,492,JUMPING CREEK CG,campground,USFS, , ,0,Y,46.76388889,-110.7847222,http://www.recreation.gov,0, 
360,493,KINGS HILL CG,campground,USFS, , ,0,Y,46.84222222,-110.6966667,http://www.recreation.gov,0, 
361,494,LION CR-LOWER CAMP,campground,USFS, , ,0,N,46.66603265,-110.5733661,http://www.recreation.gov,0, 
362,495,LION CR-UPPER CAMP,campground,USFS, , ,0,N,46.6756288,-110.5765682,http://www.recreation.gov,0, 
363,496,LITTLE SNOWYS CAMP,campground,USFS, , ,0,N,46.763625,-109.111778,http://www.recreation.gov,0, 
364,497,LOGGING CREEK CG,campground,USFS, , ,0,Y,47.10111111,-111.0088889,http://www.recreation.gov,0, 
365,498,MANY PINES CAMPGROUND,campground,USFS, , ,0,Y,46.89805556,-110.6905556,http://www.recreation.gov,0, 
366,499,MILL FALLS CG,campground,USFS, , ,0,N,47.85888889,-112.7727778,http://www.recreation.gov,0, 
367,500,MOOSE CREEK CG,campground,USFS, , ,0,Y,46.83583333,-110.875,http://www.recreation.gov,0, 
368,501,MORTIMER GULCH CG,campground,USFS, , ,0,Y,47.60972222,-112.7697222,http://www.recreation.gov,0, 
369,502,PIERCE PARK DISPERSED,campground,USFS, , ,0,N,46.67847941,-110.3418962,http://www.recreation.gov,0, 
370,503,RICHARDSON CG,campground,USFS, , ,0,N,46.54083333,-110.7305556,http://www.recreation.gov,0, 
371,504,RUSSIAN FLAT CG,campground,USFS, , ,0,N,46.72773,-110.41081,http://www.recreation.gov,0, 
372,505,SAWMILL GULCH DISPERSED,campground,USFS, , ,0,N,46.884966,-110.3728552,http://www.recreation.gov,0, 
373,506,SOUTH FORK CG,campground,USFS, , ,0,Y,47.50111111,-112.8880556,http://www.recreation.gov,0, 
374,507,SPRING COULEE DISPERSED,campground,USFS, , ,0,N,47.03711601,-110.5128041,http://www.recreation.gov,0, 
375,508,SPRING CREEK,campground,USFS, , ,0,Y,46.58638889,-110.4666667,http://www.recreation.gov,0, 
376,509,SUMMIT CG,campground,USFS, , ,0,Y,48.31888889,-113.3505556,http://www.recreation.gov,0, 
377,510,THAIN CREEK CAMPGROUND,campground,USFS, , ,0,Y,47.47555556,-110.5852778,http://www.recreation.gov,0, 
378,511,TIMBER CR DISPERSED,campground,USFS, , ,0,N,46.72546576,-109.4852212,http://www.recreation.gov,0, 
379,512,VANDERIET MEMORIAL PILOTS CG,campground,USFS, , ,0,N,47.47555556,-112.8663889,http://www.recreation.gov,0, 
380,513,WEST FORK CG,campground,USFS, , ,0,Y,47.96111111,-112.8066667,http://www.recreation.gov,0, 
381,514,WHITETAIL CAMP,campground,USFS, , ,0,N,46.68232898,-110.5027988,http://www.recreation.gov,0, 
382,515,WOOD LAKE CG,campground,USFS, , ,0,Y,47.42777778,-112.7933333,http://www.recreation.gov,0, 
383,516,BIG LARCH CG COMPLEX,campground,USFS, , ,0,Y,47.18234,-113.48843,http://www.recreation.gov,0, 
384,517,BIG NELSON CG COMPLEX,campground,USFS, , ,0,N,47.0727,-112.91704,http://www.recreation.gov,0, 
385,518,BITTERROOT FLAT CG,campground,USFS, , ,0,Y,46.46802,-113.77189,http://www.recreation.gov,0, 
386,519,CABIN CITY CG,campground,USFS, , ,0,Y,47.37219,-115.2566,http://www.recreation.gov,0, 
387,520,CASCADE CG/TRHD,campground,USFS, , ,0,Y,47.3056,-114.82707,http://www.recreation.gov,0, 
388,521,CLARK MEMORIAL CG,campground,USFS, , ,0,Y,47.41802,-114.9739,http://www.recreation.gov,0, 
389,522,CLEARWATER CROSSING CG,campground,USFS, , ,0,N,46.90551,-114.80979,http://www.recreation.gov,0, 
390,523,COPPER KING CG,campground,USFS, , ,0,Y,47.61706,-115.19145,http://www.recreation.gov,0, 
391,524,DALLES CG,campground,USFS, , ,0,Y,46.55521,-113.71392,http://www.recreation.gov,0, 
392,525,DIAMOND LAKE CG,campground,USFS, , ,0,N,47.14927,-115.1816,http://www.recreation.gov,0, 
393,526,EARL TENNANT CG,campground,USFS, , ,0,Y,46.76944444,-114.4027778,http://www.recreation.gov,0, 
394,527,FISHTRAP LAKE CG,campground,USFS, , ,0,N,47.38,-115.25084,http://www.recreation.gov,0, 
395,528,GOLD RUSH CG/TRHD,campground,USFS, , ,0,Y,47.60422,-115.34404,http://www.recreation.gov,0, 
396,529,GRIZZLY CG,campground,USFS, , ,0,Y,46.57583,-113.65936,http://www.recreation.gov,0, 
397,530,HARRYS FLAT CG,campground,USFS, , ,0,Y,46.53,-113.74773,http://www.recreation.gov,0, 
398,531,KREIS POND PICNIC,campground,USFS, , ,0,N,47.10188,-114.42059,http://www.recreation.gov,0, 
399,532,LAKE ALVA CG COMPLEX,campground,USFS, , ,0,Y,47.32478,-113.58208,http://www.recreation.gov,0, 
400,533,LAKE INEZ CG COMPLEX,campground,USFS, , ,0,N,47.29562,-113.5713,http://www.recreation.gov,0, 
401,534,LAKESIDE CG (OLD ALVA),campground,USFS, , ,0,N,47.30277778,-113.6027778,http://www.recreation.gov,0, 
402,535,LEE CR CG,campground,USFS, , ,0,Y,46.70213,-114.5349,http://www.recreation.gov,0, 
403,536,LOLO CREEK CG AND PICNIC,campground,USFS, , ,0,Y,46.76984,-114.3868,http://www.recreation.gov,0, 
404,538,MOORE LAKE CG,campground,USFS, , ,0,N,47.181565,-115.248996,http://www.recreation.gov,0, 
405,539,NORTON CG,campground,USFS, , ,0,Y,46.58885,-113.65605,http://www.recreation.gov,0, 
406,540,QUARTZ FLAT CG,campground,USFS, , ,0,Y,47.07661,-114.77037,http://www.recreation.gov,0, 
407,541,RAINY LAKE CG,campground,USFS, , ,0,N,47.33676,-113.58938,http://www.recreation.gov,0, 
408,542,RIVER POINT CG COMPLEX,campground,USFS, , ,0,Y,47.60734,-115.44092,http://www.recreation.gov,0, 
409,543,SEELEY LAKE CG COMPLEX,campground,USFS, , ,0,Y,47.59042,-114.76529,http://www.recreation.gov,0, 
410,544,SIRIA CG,campground,USFS, , ,0,N,46.42374,-113.71501,http://www.recreation.gov,0, 
411,545,SLOWEY CG,campground,USFS, , ,0,Y,47.5524,-115.50522,http://www.recreation.gov,0, 
